ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,CDAccount,PLoan
2433,54,30,45,4,0.9,2,0,No,No
2434,37,11,123,1,2.3,2,0,Yes,Yes
2435,38,12,93,1,5.2,1,267,No,No
2436,34,9,102,4,2.2,2,0,No,No
2437,53,29,39,3,1.5,1,0,No,No
2438,65,40,114,4,3.4,2,0,No,No
2439,62,37,29,1,0.3,3,0,No,No
2440,51,25,30,3,0.6,2,144,No,No
2441,31,5,22,1,0.6,3,0,No,No
2442,64,38,38,2,0.3,1,186,No,No
2443,39,15,41,2,1.7,1,0,No,No
2444,28,3,161,4,1.7,3,422,Yes,Yes
2445,60,35,38,3,0.5,2,0,No,No
2446,47,23,25,1,0.9,3,0,No,No
2447,25,1,70,4,2.6,1,218,No,No
2448,44,19,201,2,8.8,1,0,No,No
2449,51,26,42,2,0.6,3,0,No,No
2450,31,7,64,1,1.2,1,0,No,No
2451,32,7,28,4,1.1,3,0,No,No
2452,51,25,119,1,4.9,1,208,No,No
2453,25,1,28,1,1.0,3,0,No,No
2454,43,19,60,3,2.1,3,0,No,No
2455,54,29,23,1,1.5,2,0,No,No
2456,34,8,164,4,7.4,3,0,No,Yes
2457,54,30,39,2,0.8,1,0,No,No
2458,42,17,19,2,0.0,3,85,No,No
2459,46,20,72,2,0.8,3,0,No,No
2460,62,37,41,3,0.9,3,0,No,No
2461,31,5,32,2,0.3,2,130,No,No
2462,30,5,69,1,0.8,2,0,No,No
2463,52,28,23,3,0.4,1,0,No,No
2464,35,9,44,4,0.2,1,0,No,No
2465,60,36,32,3,0.4,2,165,No,No
2466,58,34,25,2,0.3,1,123,No,No
2467,24,-2,80,2,1.6,3,0,No,No
2468,40,16,83,1,0.8,2,230,No,No
2469,49,23,133,1,7.3,1,0,No,No
2470,43,18,89,1,0.1,2,307,No,No
2471,33,7,81,2,4.5,3,187,Yes,No
2472,36,11,44,2,1.1,2,85,No,No
2473,62,36,119,2,2.0,1,0,No,No
2474,57,32,39,4,0.9,1,147,No,No
2475,64,38,40,2,1.0,3,0,No,No
2476,52,26,79,3,0.8,1,183,No,No
2477,54,28,30,4,0.7,2,0,No,No
2478,40,14,179,1,2.6,3,0,No,Yes
2479,30,5,178,2,6.7,1,0,No,No
2480,55,30,82,4,3.8,2,0,No,No
2481,39,13,50,2,2.4,2,0,No,No
2482,55,30,64,2,1.9,2,0,No,No
2483,28,4,129,1,1.5,1,0,No,No
2484,44,18,68,4,2.9,1,0,No,No
2485,46,21,30,1,1.4,3,112,No,No
2486,61,36,48,3,1.5,1,0,No,No
2487,61,36,130,1,1.3,1,257,No,No
2488,45,20,40,1,0.5,3,0,No,No
2489,38,14,105,2,1.9,1,0,No,No
2490,29,3,41,4,0.2,1,0,No,No
2491,52,28,168,3,6.5,3,118,No,Yes
2492,38,14,80,2,2.7,1,0,No,No
2493,28,3,134,2,3.1,1,0,No,No
2494,34,9,49,1,2.5,3,0,No,No
2495,35,9,63,2,1.8,1,0,No,No
2496,46,22,70,4,1.9,1,212,No,No
2497,63,37,32,3,0.7,2,141,No,No
2498,33,9,14,3,0.9,3,114,No,No
2499,38,14,111,2,6.1,1,326,No,No
2500,53,27,38,4,2.8,2,144,No,No
2501,28,2,121,2,2.0,1,341,No,No
2502,44,18,90,4,2.6,3,0,No,No
2503,58,31,178,2,6.0,2,0,No,Yes
2504,38,14,20,4,0.4,2,79,No,No
2505,48,24,61,2,1.7,1,229,No,No
2506,33,7,43,4,0.8,1,0,No,No
2507,66,42,39,1,1.9,2,0,No,No
2508,59,34,60,4,2.1,1,234,No,No
2509,40,15,63,3,3.0,1,0,No,No
2510,36,11,8,4,0.2,3,81,No,No
2511,62,38,52,4,1.3,2,0,No,No
2512,51,27,92,4,3.0,1,0,Yes,Yes
2513,58,32,111,2,1.4,1,298,No,No
2514,52,26,71,1,1.4,3,0,No,No
2515,41,16,25,2,0.1,2,91,No,No
2516,31,5,34,1,1.9,3,156,No,No
2517,28,3,74,3,2.6,3,0,No,No
2518,57,31,120,2,2.0,1,0,No,No
2519,61,37,50,4,1.3,2,0,No,No
2520,60,36,10,2,1.0,1,0,No,No
2521,56,29,45,4,2.5,2,113,No,No
2522,49,23,29,4,1.8,1,0,No,No
2523,63,37,145,2,6.9,1,0,No,No
2524,49,23,100,2,6.3,1,0,No,No
2525,49,25,24,3,0.4,1,0,No,No
2526,32,8,60,1,1.2,1,0,No,No
2527,26,1,50,4,0.6,2,0,No,No
2528,27,1,43,3,1.1,2,0,No,No
2529,57,31,79,3,4.4,1,0,No,No
2530,29,5,44,3,0.1,2,0,No,No
2531,56,30,31,4,1.5,3,0,No,No
2532,59,35,14,2,1.0,1,107,No,No
2533,53,28,19,4,0.8,1,106,No,No
2534,54,29,111,1,1.1,2,0,No,Yes
2535,56,30,90,1,1.9,2,0,No,No
2536,50,25,21,2,0.7,3,129,No,No
2537,51,25,104,1,4.2,2,0,No,Yes
2538,53,27,75,1,1.9,2,0,No,No
2539,37,12,175,2,7.8,1,297,No,No
2540,32,7,98,1,4.2,1,171,Yes,Yes
2541,49,23,41,4,0.1,1,153,No,No
2542,34,8,171,2,2.2,2,569,No,Yes
2543,54,30,79,4,1.6,2,0,No,No
2544,64,39,24,4,0.6,2,0,No,No
2545,58,34,90,1,3.6,2,0,No,Yes
2546,25,-1,39,3,2.4,2,0,No,No
2547,50,25,9,2,0.0,1,0,No,No
2548,38,13,15,2,0.1,2,90,No,No
2549,48,24,80,1,2.7,1,0,No,No
2550,41,15,63,1,0.7,3,79,No,No
2551,32,8,20,1,0.5,3,102,No,No
2552,46,22,43,2,2.1,3,0,Yes,No
2553,39,15,65,1,1.5,3,0,No,No
2554,39,15,91,2,1.7,2,151,No,No
2555,63,39,53,1,0.8,1,0,No,No
2556,58,32,110,3,1.7,2,0,No,No
2557,28,4,82,3,1.5,1,103,No,No
2558,36,11,23,4,0.2,3,0,No,No
2559,43,19,172,2,6.67,1,0,No,No
2560,36,12,88,2,2.7,1,0,No,No
2561,44,18,71,2,0.8,3,0,No,No
2562,31,5,180,1,2.9,3,144,No,Yes
2563,45,21,39,2,2.1,3,184,No,No
2564,39,13,94,1,1.5,3,0,No,No
2565,43,16,25,3,1.0,2,0,No,No
2566,40,15,10,2,0.0,3,102,No,No
2567,30,5,42,1,1.0,1,184,No,No
2568,58,33,142,2,3.9,1,0,No,No
2569,46,21,34,2,1.3,1,0,No,No
2570,35,10,139,1,4.6,1,0,No,No
2571,30,4,154,2,4.5,1,207,No,No
2572,34,8,40,2,2.0,3,89,No,No
2573,62,32,33,1,1.5,3,140,No,No
2574,58,34,80,2,1.6,1,0,No,No
2575,45,18,10,3,0.67,2,100,No,No
2576,42,16,41,3,0.5,3,0,No,No
2577,60,36,30,4,1.3,1,118,No,No
2578,55,29,78,1,0.8,3,190,No,No
2579,45,21,164,1,5.0,1,0,No,No
2580,52,27,23,1,0.4,3,0,No,No
2581,31,7,149,1,6.0,1,0,No,No
2582,60,34,25,4,0.7,3,0,No,No
2583,33,9,42,1,2.1,3,0,No,No
2584,37,11,71,1,2.5,1,185,No,No
2585,59,34,114,3,4.2,2,0,No,Yes
2586,51,26,70,1,2.8,2,0,No,No
2587,47,23,149,4,6.1,1,0,No,Yes
2588,60,33,55,4,2.5,2,0,No,No
2589,61,36,29,1,1.3,1,0,No,No
2590,64,40,123,1,3.8,1,0,No,No
2591,46,20,152,1,7.4,3,374,Yes,Yes
2592,31,7,8,4,0.7,2,0,No,No
2593,57,32,69,4,0.7,1,245,No,No
2594,48,23,161,4,7.9,3,310,No,Yes
2595,48,23,79,1,0.2,2,0,No,No
2596,35,10,105,1,4.6,1,0,No,No
2597,33,8,39,3,2.3,1,0,No,No
2598,47,23,163,1,5.0,1,0,No,No
2599,46,20,9,1,0.2,1,0,No,No
2600,44,20,71,4,2.0,3,0,No,No
2601,42,18,51,3,2.1,3,0,No,No
2602,50,24,32,1,1.4,3,167,No,No
2603,52,26,161,4,4.3,1,0,Yes,Yes
2604,53,27,60,1,0.2,1,0,No,No
2605,37,10,35,4,1.0,2,0,No,No
2606,64,40,41,4,1.2,2,0,No,No
2607,46,22,73,2,1.7,1,216,No,No
2608,57,33,49,4,1.5,1,214,Yes,No
2609,61,35,79,2,2.0,1,194,No,No
2610,42,18,120,2,7.5,1,0,No,No
2611,40,16,60,2,3.2,1,0,No,No
2612,33,8,78,3,0.6,2,0,No,No
2613,50,26,40,4,1.1,2,131,No,No
2614,52,26,110,2,5.4,3,204,Yes,Yes
2615,35,11,160,4,5.7,3,0,No,Yes
2616,57,32,68,4,0.7,1,191,No,No
2617,56,31,49,2,1.6,3,103,No,No
2618,44,20,65,2,2.5,1,0,No,No
2619,23,-3,55,3,2.4,2,145,No,No
2620,33,8,62,3,2.3,1,98,No,No
2621,48,22,152,1,0.0,1,0,No,No
2622,45,18,42,3,2.5,2,0,No,No
2623,54,28,39,4,0.7,2,0,No,No
2624,42,17,111,3,3.0,1,0,Yes,Yes
2625,47,21,82,3,2.1,1,0,No,No
2626,61,36,108,4,3.4,2,0,No,No
2627,53,27,59,2,0.8,3,0,No,No
2628,56,30,61,3,2.5,1,193,No,No
2629,33,6,78,4,2.0,2,0,No,No
2630,44,18,18,2,0.1,3,0,No,No
2631,63,37,113,4,1.7,3,0,No,No
2632,47,20,62,1,2.67,2,0,No,No
2633,50,24,81,1,4.9,1,248,No,No
2634,49,25,13,3,0.4,1,106,No,No
2635,34,9,75,1,2.8,1,194,No,No
2636,40,14,33,2,0.8,3,89,No,No
2637,38,13,179,1,4.1,1,0,No,No
2638,51,26,69,3,2.0,2,0,No,No
2639,28,4,45,1,1.0,3,0,No,No
2640,52,26,59,3,3.0,2,0,No,No
2641,39,13,81,2,2.8,1,0,No,No
2642,29,5,133,1,5.4,1,212,No,No
2643,54,29,81,2,0.0,3,0,No,No
2644,63,38,14,4,0.4,2,86,No,No
2645,40,14,28,2,0.8,3,0,No,No
2646,36,12,93,2,2.2,1,0,No,No
2647,45,20,191,3,2.6,3,123,No,Yes
2648,61,37,155,1,2.9,1,0,No,No
2649,26,0,155,2,7.2,1,0,No,No
2650,33,8,68,4,1.3,1,0,No,No
2651,64,40,52,2,1.1,1,226,No,No
2652,43,17,51,1,0.7,3,0,No,No
2653,24,0,44,4,1.6,1,180,No,No
2654,30,5,121,2,3.1,1,408,No,No
2655,60,36,49,4,2.2,1,204,No,No
2656,50,26,42,2,1.0,3,78,No,No
2657,40,15,144,1,4.1,1,0,No,No
2658,31,6,72,1,2.6,2,0,No,No
2659,30,4,44,1,1.5,1,109,No,No
2660,60,35,43,3,0.9,3,175,No,No
2661,39,14,74,1,0.1,2,144,No,No
2662,66,41,145,1,2.5,1,0,No,No
2663,65,41,158,2,2.1,1,0,No,No
2664,54,28,78,4,4.9,1,0,No,No
2665,54,29,154,1,2.4,2,352,No,Yes
2666,35,9,105,2,4.5,3,0,No,No
2667,32,7,100,3,0.6,2,0,No,No
2668,63,39,58,1,0.0,2,0,No,No
2669,60,35,113,1,0.9,1,406,No,No
2670,43,18,10,2,0.1,2,0,No,No
2671,59,33,142,2,2.7,1,0,No,No
2672,62,37,128,1,2.5,1,0,No,No
2673,30,5,131,3,0.5,3,0,No,Yes
2674,54,30,88,4,1.0,2,122,No,No
2675,30,6,101,2,0.6,1,0,No,No
2676,31,1,70,2,1.75,3,0,Yes,No
2677,44,20,122,1,0.3,1,0,No,No
2678,32,8,70,3,1.5,1,0,No,No
2679,63,38,148,2,4.3,3,0,No,Yes
2680,57,32,43,2,2.1,3,166,No,No
2681,60,30,31,1,1.5,3,0,No,No
2682,37,11,35,2,0.8,3,0,No,No
2683,53,27,81,4,2.6,3,0,No,No
2684,51,25,19,1,1.4,3,98,No,No
2685,30,5,98,4,1.8,3,129,Yes,No
2686,28,2,101,4,2.1,3,0,No,No
2687,50,24,81,2,0.4,3,0,No,No
2688,52,27,135,1,0.6,1,452,No,No
2689,56,30,34,2,0.7,2,0,No,No
2690,40,16,104,1,3.4,1,249,No,No
2691,64,38,29,3,0.7,2,0,No,No
2692,61,36,119,2,5.4,2,0,No,Yes
2693,46,20,82,2,1.7,2,0,No,No
2694,55,29,62,1,0.2,1,0,No,No
2695,45,19,85,3,2.1,1,0,No,No
2696,40,15,8,2,0.1,2,0,No,No
2697,63,37,78,4,1.7,3,0,No,No
2698,57,32,44,3,0.5,2,0,No,No
2699,38,14,122,2,8.0,1,0,No,No
2700,37,11,22,3,0.1,2,114,No,No
2701,31,5,39,4,2.2,2,0,No,No
2702,50,26,55,1,1.6,2,0,No,No
2703,42,18,144,2,6.1,1,158,No,No
2704,51,27,71,1,2.6,2,0,No,No
2705,38,13,191,2,3.0,1,0,No,No
2706,53,26,22,1,0.5,2,100,No,No
2707,43,17,158,1,2.4,1,0,No,No
2708,35,9,131,3,0.3,3,0,Yes,Yes
2709,49,24,75,1,2.8,2,160,No,No
2710,28,4,69,3,0.7,2,170,No,No
2711,51,27,39,2,0.8,1,0,No,No
2712,39,14,34,4,1.7,1,0,No,No
2713,31,7,32,1,1.7,1,0,No,No
2714,44,18,129,1,5.7,1,0,No,No
2715,46,20,158,3,5.4,1,432,No,Yes
2716,42,18,54,1,1.8,1,0,No,No
2717,41,17,34,1,2.0,2,0,No,No
2718,23,-2,45,4,0.6,2,0,No,No
2719,59,33,68,2,2.3,3,0,No,No
2720,47,21,53,1,1.5,2,0,No,No
2721,48,23,32,1,0.1,1,0,No,No
2722,58,33,173,2,7.2,3,0,No,Yes
2723,58,34,31,4,0.4,1,0,No,No
2724,54,29,72,2,3.7,1,144,No,No
2725,49,24,30,4,0.4,2,157,Yes,No
2726,63,38,138,1,2.5,1,0,No,No
2727,62,37,18,1,1.5,2,127,No,No
2728,45,19,69,1,2.8,1,220,No,No
2729,39,13,58,3,2.1,1,247,No,No
2730,58,34,63,4,1.5,1,0,No,No
2731,56,30,43,2,0.3,1,0,No,No
2732,29,5,28,1,0.2,3,0,No,No
2733,33,9,38,1,2.1,3,133,No,No
2734,55,29,72,3,0.3,2,147,No,No
2735,56,31,64,4,0.9,1,0,No,No
2736,36,12,70,3,2.6,2,165,No,No
2737,53,29,12,1,0.3,1,0,No,No
2738,57,31,159,2,0.5,1,0,No,No
2739,35,9,103,2,4.5,3,0,No,No
2740,43,18,42,1,0.3,3,0,No,No
2741,54,29,48,2,2.1,3,142,No,No
2742,29,3,49,1,1.5,1,0,No,No
2743,39,14,89,2,0.4,1,0,No,No
2744,32,8,22,4,0.7,2,0,No,No
2745,51,27,10,2,0.2,1,86,No,No
2746,50,25,38,1,1.3,2,120,No,No
2747,54,29,49,2,2.1,3,95,No,No
2748,38,12,30,2,1.4,3,0,No,No
2749,32,7,82,1,2.6,2,240,Yes,No
2750,62,37,82,1,0.8,3,312,No,No
2751,57,33,24,1,0.1,2,0,No,No
2752,47,23,32,4,0.6,1,156,No,No
2753,51,25,34,3,0.9,3,111,No,No
2754,54,27,195,2,4.75,2,477,No,Yes
2755,26,1,61,4,2.2,1,119,No,No
2756,37,11,22,3,0.1,2,0,No,No
2757,27,0,40,4,1.0,3,0,No,No
2758,63,38,50,2,2.8,1,205,No,No
2759,62,36,35,2,0.7,3,0,No,No
2760,59,33,64,3,0.3,2,0,No,No
2761,32,7,49,3,2.3,1,0,No,No
2762,35,8,44,4,1.0,2,192,No,No
2763,56,31,65,2,3.7,1,0,No,No
2764,55,31,13,4,0.7,1,0,No,No
2765,31,5,84,1,2.9,3,105,No,No
2766,54,29,28,4,0.2,2,101,No,No
2767,58,32,108,3,4.4,1,0,No,No
2768,48,24,59,1,0.0,1,144,No,No
2769,48,22,163,1,2.4,1,396,No,No
2770,33,9,183,2,8.8,3,582,No,Yes
2771,36,6,69,4,4.0,3,0,No,No
2772,41,16,115,1,7.0,1,0,No,No
2773,55,31,130,4,6.5,1,0,No,Yes
2774,63,37,185,2,7.9,2,358,No,Yes
2775,53,29,118,2,0.3,1,0,No,No
2776,38,13,163,1,4.1,1,0,No,No
2777,46,20,140,2,6.3,1,380,No,No
2778,59,33,91,2,0.7,2,0,No,No
2779,56,31,61,4,1.3,3,0,No,No
2780,59,35,168,4,4.1,2,0,No,Yes
2781,39,13,69,3,0.9,2,0,No,No
2782,47,21,22,1,0.2,1,104,No,No
2783,47,22,53,1,0.3,1,213,No,No
2784,53,26,25,2,1.0,2,0,Yes,No
2785,36,9,115,4,2.2,2,0,No,Yes
2786,34,9,31,4,1.1,3,85,Yes,No
2787,36,10,83,1,2.8,3,0,No,No
2788,60,34,152,2,6.9,1,0,No,No
2789,45,20,30,1,0.1,1,0,No,No
2790,27,3,34,1,0.2,3,0,No,No
2791,47,22,44,1,1.4,3,0,No,No
2792,44,20,182,2,7.6,1,0,No,No
2793,54,30,44,3,1.5,1,117,No,No
2794,57,33,122,2,6.0,1,153,Yes,No
2795,52,26,35,4,1.8,1,0,No,No
2796,51,25,91,1,0.8,3,0,No,No
2797,57,32,30,2,2.0,2,0,No,No
2798,65,39,53,1,2.5,3,0,No,No
2799,58,33,28,1,0.3,3,0,No,No
2800,64,39,85,4,3.4,2,200,No,No
2801,52,26,28,2,0.7,2,90,No,No
2802,58,34,41,4,0.4,1,177,No,No
2803,52,22,154,1,5.0,3,0,Yes,Yes
2804,43,18,41,1,0.3,3,0,No,No
2805,56,32,33,3,1.5,1,0,No,No
2806,37,12,182,3,5.8,3,0,No,Yes
2807,53,27,59,2,0.8,3,0,No,No
2808,27,2,129,2,3.3,1,0,No,No
2809,53,27,35,3,0.9,3,136,No,No
2810,42,16,185,3,2.2,2,0,Yes,Yes
2811,58,34,45,4,1.3,2,201,No,No
2812,36,12,62,4,0.1,2,145,No,No
2813,53,28,183,3,8.2,3,467,Yes,Yes
2814,48,22,14,2,0.1,3,0,No,No
2815,54,28,53,1,2.2,3,0,No,No
2816,26,1,48,3,2.6,3,169,No,No
2817,50,26,128,2,0.4,1,0,No,No
2818,31,7,105,1,4.0,1,331,No,No
2819,35,9,40,3,0.9,1,0,No,No
2820,63,37,10,2,0.4,1,0,No,No
2821,29,4,102,2,3.3,1,303,No,No
2822,57,32,31,3,0.1,2,0,No,No
2823,30,5,30,4,0.8,1,158,No,No
2824,33,7,21,1,0.6,3,0,No,No
2825,62,36,44,2,0.3,1,0,No,No
2826,35,10,48,1,2.5,3,164,No,No
2827,37,11,21,3,0.2,2,0,No,No
2828,37,11,84,4,2.2,2,0,No,No
2829,35,10,64,3,0.7,2,230,No,No
2830,35,9,82,1,2.5,1,138,No,No
2831,59,35,39,4,1.3,1,0,No,No
2832,53,27,45,2,0.8,3,0,No,No
2833,45,21,133,4,5.7,3,0,Yes,Yes
2834,46,22,152,2,1.4,1,0,No,No
2835,40,16,12,1,1.0,1,91,No,No
2836,42,16,32,3,1.5,1,149,No,No
2837,25,1,74,4,2.6,1,204,No,No
2838,39,14,54,2,1.1,2,159,No,No
2839,30,6,181,3,4.1,2,0,Yes,Yes
2840,58,33,75,2,0.0,3,0,No,No
2841,41,15,95,3,0.1,1,240,No,No
2842,37,11,190,4,7.3,2,565,Yes,Yes
2843,36,11,90,1,2.8,1,0,No,No
2844,27,3,20,4,1.0,1,134,No,No
2845,60,34,64,3,2.2,3,0,No,No
2846,62,36,85,2,1.7,3,98,No,No
2847,67,43,105,4,1.7,2,0,No,No
2848,44,18,21,1,0.2,1,0,No,No
2849,24,-1,78,2,1.8,2,0,No,No
2850,45,21,158,2,6.67,1,132,No,No
2851,58,34,125,1,4.3,1,219,No,No
2852,61,36,81,3,1.8,2,0,No,No
2853,54,29,183,1,8.1,1,0,No,No
2854,28,3,54,4,0.6,2,0,No,No
2855,49,24,79,4,3.6,3,212,No,No
2856,35,11,38,1,1.5,2,136,No,No
2857,36,10,172,4,1.0,2,295,No,Yes
2858,34,8,184,3,7.5,1,0,No,Yes
2859,36,11,158,2,7.8,1,114,No,No
2860,35,11,188,1,0.9,3,282,No,Yes
2861,27,2,20,4,0.5,3,0,No,No
2862,42,18,60,4,0.2,3,151,No,No
2863,65,39,113,4,2.4,3,0,No,No
2864,29,5,70,4,0.0,1,0,No,No
2865,65,41,84,2,0.0,3,0,No,No
2866,59,33,23,2,0.2,3,0,No,No
2867,46,22,141,2,3.3,1,0,Yes,No
2868,59,33,110,3,4.4,1,264,No,No
2869,52,26,31,4,1.8,1,0,No,No
2870,60,35,22,1,1.3,1,80,No,No
2871,43,17,91,1,5.2,1,0,No,No
2872,65,39,82,4,2.4,3,252,No,No
2873,50,26,23,1,0.3,1,0,No,No
2874,48,23,35,1,0.1,1,0,No,No
2875,49,25,114,1,2.5,3,0,No,Yes
2876,58,33,18,3,0.1,2,0,No,No
2877,24,-2,80,2,1.6,3,238,No,No
2878,58,32,74,2,2.3,3,0,No,No
2879,45,19,122,4,4.1,2,0,No,Yes
2880,42,15,73,3,2.33,2,0,No,No
2881,64,40,40,2,1.1,1,0,No,No
2882,49,25,55,4,0.1,3,0,No,No
2883,55,31,69,1,2.7,2,0,No,No
2884,40,14,92,4,1.4,2,0,No,No
2885,28,2,48,4,2.1,3,0,No,No
2886,57,31,113,4,0.6,3,327,No,Yes
2887,50,25,58,1,1.3,2,0,No,No
2888,40,16,109,2,2.2,1,0,No,No
2889,55,28,39,3,1.0,2,0,No,No
2890,53,29,33,3,1.9,2,144,No,No
2891,48,24,18,4,0.2,1,0,No,No
2892,59,33,63,1,1.6,1,0,No,No
2893,58,32,43,1,2.8,2,0,No,No
2894,38,14,70,4,2.0,3,0,No,No
2895,49,25,19,1,0.9,3,0,No,No
2896,60,36,39,4,1.3,2,140,No,No
2897,54,28,81,3,0.8,1,0,No,No
2898,28,2,34,4,1.3,3,0,No,No
2899,27,1,140,1,5.9,2,175,Yes,Yes
2900,42,18,114,1,0.3,1,0,No,No
2901,52,28,55,2,3.2,3,151,No,No
2902,54,30,21,1,0.1,2,76,No,No
2903,56,30,50,4,2.8,2,0,No,No
2904,58,34,41,3,1.5,1,0,No,No
2905,56,32,190,3,2.2,1,0,Yes,Yes
2906,64,40,8,2,0.3,3,0,No,No
2907,35,8,55,2,1.67,2,0,No,No
2908,45,20,40,2,1.3,1,0,No,No
2909,57,32,22,3,0.1,2,0,No,No
2910,35,8,44,2,1.67,2,0,No,No
2911,46,22,102,3,4.5,3,0,No,Yes
2912,30,4,54,4,1.8,3,235,No,No
2913,44,20,130,4,3.2,2,0,No,Yes
2914,39,12,75,3,2.33,2,0,No,No
2915,42,18,42,2,1.7,1,0,No,No
2916,34,9,133,1,3.8,1,0,No,No
2917,46,20,40,1,1.2,2,0,No,No
2918,55,31,34,3,1.5,1,101,No,No
2919,28,3,142,1,0.8,1,0,No,No
2920,35,10,64,3,2.3,1,0,Yes,No
2921,60,35,44,2,1.6,3,170,No,No
2922,50,24,95,1,0.3,1,262,No,No
2923,52,26,49,1,1.4,3,0,No,No
2924,51,27,12,2,0.2,1,0,No,No
2925,51,26,98,1,1.3,3,0,No,No
2926,59,35,42,4,0.4,1,0,No,No
2927,53,28,44,2,0.6,3,0,No,No
2928,43,17,124,1,5.2,1,0,No,No
2929,31,6,175,2,6.7,1,0,No,No
2930,32,6,22,4,0.3,1,0,No,No
2931,41,17,78,4,2.67,1,99,No,No
2932,31,4,54,2,1.0,2,109,No,No
2933,41,16,154,1,7.0,1,0,No,No
2934,47,22,42,3,2.7,2,0,No,No
2935,37,13,195,2,6.5,1,635,No,No
2936,53,23,80,1,3.0,3,0,No,No
2937,49,22,81,3,2.0,2,0,No,No
2938,62,36,89,2,2.0,1,0,No,No
2939,33,9,61,3,2.6,2,0,No,No
2940,54,24,25,4,0.4,3,0,No,No
2941,27,3,43,3,0.1,2,163,No,No
2942,60,35,122,1,2.6,1,352,No,No
2943,29,5,160,1,4.3,1,385,No,No
2944,56,32,83,4,1.6,2,0,No,No
2945,55,30,79,2,0.0,3,0,No,No
2946,45,19,30,3,0.5,2,0,No,No
2947,33,9,145,1,4.3,1,437,No,No
2948,45,21,151,2,3.3,1,328,No,No
2949,44,18,14,2,0.1,3,98,No,No
2950,37,11,19,3,0.2,2,0,No,No
2951,42,16,55,1,0.7,3,135,No,No
2952,26,2,132,2,2.4,3,0,No,Yes
2953,33,8,182,1,8.6,1,0,No,No
2954,61,36,78,3,0.5,1,0,No,No
2955,31,7,42,1,2.4,2,0,No,No
2956,54,29,44,2,2.3,3,187,No,No
2957,62,38,195,4,5.2,3,522,Yes,Yes
2958,61,36,53,3,0.5,2,0,No,No
2959,66,41,65,3,2.4,1,0,No,No
2960,38,12,43,4,0.2,1,0,No,No
2961,55,29,38,4,1.5,3,0,No,No
2962,60,36,50,1,1.8,3,0,No,No
2963,23,-2,81,2,1.8,2,0,No,No
2964,29,3,41,1,1.9,3,0,No,No
2965,35,10,73,3,2.3,1,0,No,No
2966,53,27,31,2,0.4,3,104,No,No
2967,32,7,84,3,0.6,2,0,No,No
2968,38,14,95,2,1.9,1,0,No,No
2969,44,18,162,4,1.3,1,301,No,Yes
2970,43,18,60,2,2.2,3,115,No,No
2971,54,30,121,2,1.1,3,0,No,Yes
2972,52,25,43,3,1.0,2,165,Yes,No
2973,31,7,38,1,1.8,2,182,Yes,No
2974,47,22,82,1,2.9,1,276,No,No
2975,42,18,52,4,1.9,1,0,No,No
2976,57,33,43,3,1.5,1,168,No,No
2977,33,8,82,1,2.6,2,0,Yes,No
2978,35,10,161,1,4.1,1,0,No,No
2979,56,30,24,2,0.7,2,0,No,No
2980,57,32,102,1,2.6,1,0,No,No
2981,25,-1,53,3,2.4,2,0,No,No
2982,53,28,85,1,1.2,1,0,No,No
2983,59,33,111,3,4.4,1,0,No,No
2984,56,32,90,2,0.3,1,0,No,No
2985,54,28,94,2,1.1,1,188,No,No
2986,48,23,63,4,3.6,3,0,No,No
2987,55,30,153,2,2.8,2,0,Yes,Yes
2988,33,7,39,2,2.0,3,0,No,No
2989,46,21,205,2,8.8,1,181,No,No
2990,42,18,142,1,3.4,1,496,No,No
2991,49,25,163,2,0.4,1,0,No,No
2992,42,17,113,3,1.0,1,0,No,No
2993,46,21,64,1,2.9,1,0,No,No
2994,65,40,20,3,0.1,3,0,No,No
2995,50,24,179,1,1.0,1,0,No,No
2996,54,24,91,2,4.5,3,90,No,No
2997,42,18,103,1,3.33,1,0,Yes,Yes
2998,57,33,80,4,1.6,2,0,No,No
2999,61,35,38,2,0.3,1,0,No,No
3000,60,34,44,1,0.2,1,0,No,No
3001,40,14,164,1,4.3,2,0,No,Yes
3002,33,7,81,3,1.6,1,0,No,No
3003,37,13,95,2,1.7,2,83,No,No
3004,52,28,44,3,1.9,2,0,No,No
3005,33,7,88,3,1.6,1,0,No,No
3006,62,36,148,3,7.0,2,0,No,Yes
3007,62,37,169,3,5.0,2,184,Yes,Yes
3008,63,37,11,1,0.8,2,102,No,No
3009,55,25,92,1,3.0,3,158,No,No
3010,33,9,74,3,2.6,2,0,No,No
3011,25,1,72,3,0.8,1,0,No,No
3012,55,31,63,3,2.67,1,0,No,No
3013,29,3,172,2,4.5,1,415,No,No
3014,45,21,183,2,1.4,1,0,No,No
3015,60,34,40,1,2.5,3,166,No,No
3016,44,18,68,4,2.9,1,0,No,No
3017,48,23,78,4,3.6,3,0,No,No
3018,57,32,68,2,3.7,1,184,No,No
3019,58,32,49,1,1.4,1,99,No,No
3020,58,33,39,2,2.3,3,0,No,No
3021,44,20,151,1,3.5,1,392,No,No
3022,54,28,159,2,0.5,1,461,No,No
3023,59,33,89,4,1.9,2,0,No,No
3024,63,37,105,4,1.7,3,244,No,No
3025,61,35,78,2,2.0,1,0,No,No
3026,58,32,128,2,2.7,1,344,No,No
3027,44,20,81,4,0.8,1,228,No,No
3028,53,29,50,4,0.1,3,152,No,No
3029,63,39,38,3,0.1,3,178,No,No
3030,41,17,119,2,6.1,1,263,No,No
